StockCode,Description,UnitPrice,Nouns,Category,PriceSegment
23486,ANTIQUE HEART SHELF UNIT,16.65,"['antique', 'heart', 'shelf', 'unit']",Home Decor,Luxury
23487,SWEET HEART CAKE CARRIER,9.95,"['heart', 'cake', 'carrier']",Home Decor,Luxury
23489,"GARLAND, VINTAGE BELLS",2.89,"['garland', 'vintage', 'bell']",Other,Premium
23490,T-LIGHT HOLDER HANGING LOVE BIRD,3.75,"['t', 'light', 'holder', 'love', 'bird']",Home Decor,Premium
23491,VINTAGE JINGLE BELLS HEART,8.25,"['vintage', 'jingle', 'bells', 'heart']",Home Decor,Luxury
23492,VINTAGE JINGLE BELLS WREATH,8.25,"['vintage', 'jingle', 'bell']",Other,Luxury
23493,VINTAGE DOILY TRAVEL SEWING KIT,1.95,"['vintage', 'doily', 'travel', 'sewing', 'kit']",Other,Premium
23494,VINTAGE DOILY DELUXE SEWING KIT,5.95,"['vintage', 'doily', 'deluxe', 'sewing', 'kit']",Other,Luxury
23495,SET OF 3 PANTRY WOODEN SPOONS,1.25,"['pantry', 'wooden', 'spoon']",Kitchen,Standard
23496,PANTRY KITCHEN THERMOMETER,1.25,"['pantry', 'kitchen', 'thermometer']",Other,Standard
23497,CLASSIC CHROME BICYCLE BELL,1.45,"['classic', 'chrome', 'bicycle', 'bell']",Other,Standard
23498,CLASSIC BICYCLE CLIPS,1.45,"['classic', 'bicycle', 'clips']",Stationery,Standard
23499,SET 12 VINTAGE DOILY CHALK,0.42,"['set', 'vintage', 'doily', 'chalk']",Other,Budget
23500,KEY RING BASEBALL BOOT ASSORTED,1.25,"['key', 'ring', 'baseball', 'boot']",Toys,Standard
23501,KEY RING BASEBALL BOOT UNION JACK,1.25,"['key', 'ring', 'baseball', 'boot', 'union', 'jack']",Toys,Standard
23502,PLAYING CARDS VINTAGE DOILEY,1.25,"['card', 'vintage', 'doiley']",Stationery,Standard
23503,PLAYING CARDS KEEP CALM & CARRY ON,1.25,"['card', 'calm', 'carry']",Stationery,Standard
23504,PLAYING CARDS JUBILEE UNION JACK,1.25,"['cards', 'jubilee', 'union', 'jack']",Stationery,Standard
23505,PLAYING CARDS I LOVE LONDON,1.25,"['cards', 'love', 'london']",Stationery,Standard
23506,MINI PLAYING CARDS SPACEBOY,0.42,"['mini', 'card', 'spaceboy']",Stationery,Budget
23507,MINI PLAYING CARDS BUFFALO BILL,0.42,"['mini', 'card', 'buffalo', 'bill']",Stationery,Budget
23508,MINI PLAYING CARDS DOLLY GIRL,0.42,"['mini', 'card', 'dolly', 'girl']",Stationery,Budget
23509,MINI PLAYING CARDS FUN FAIR,0.42,"['mini', 'card', 'fun', 'fair']",Stationery,Budget
23510,MINI PLAYING CARDS GYMKHANA,0.42,"['mini', 'card', 'gymkhana']",Stationery,Budget
23511,EMBROIDERED RIBBON REEL EMILY,2.08,"['embroidered', 'ribbon', 'reel', 'emily']",Other,Premium
23512,EMBROIDERED RIBBON REEL ROSIE,2.08,"['embroidered', 'ribbon', 'rosie']",Other,Premium
23513,EMBROIDERED RIBBON REEL SUSIE,2.08,"['embroidered', 'ribbon', 'reel', 'susie']",Other,Premium
23514,EMBROIDERED RIBBON REEL SALLY,2.08,"['embroidered', 'ribbon', 'sally']",Other,Premium
23515,EMBROIDERED RIBBON REEL DAISY,2.08,"['embroidered', 'ribbon', 'daisy']",Other,Premium
23516,EMBROIDERED RIBBON REEL SOPHIE,3.75,"['embroidered', 'ribbon', 'sophie']",Other,Premium
23517,EMBROIDERED RIBBON REEL REBECCA,2.89,"['embroidered', 'ribbon', 'rebecca']",Other,Premium
23518,EMBROIDERED RIBBON REEL RACHEL,2.89,"['embroidered', 'ribbon', 'reel', 'rachel']",Other,Premium
23519,EMBROIDERED RIBBON REEL CLAIRE,3.75,"['embroidered', 'ribbon', 'claire']",Other,Premium
23520,EMBROIDERED RIBBON REEL RUBY,3.75,"['embroidered', 'ribbon', 'reel', 'ruby']",Other,Premium
23521,CAT AND BIRD WALL ART,2.89,"['cat', 'bird', 'wall', 'art']",Other,Premium
23522,DOG AND BALL WALL ART,2.89,"['dog', 'ball', 'wall', 'art']",Toys,Premium
23523,TREASURE AHOY WALL ART,3.75,"['treasure', 'ahoy', 'wall', 'art']",Other,Premium
23524,HORSE & PONY WALL ART,3.75,"['horse', 'pony', 'wall', 'art']",Other,Premium
23525,BUFFALO BILL WALL ART,3.75,"['buffalo', 'bill', 'wall', 'art']",Other,Premium
23526,DOG LICENCE WALL ART,5.95,"['dog', 'licence', 'wall', 'art']",Other,Luxury
23527,ANIMALS AND NATURE WALL ART,3.75,"['animal', 'nature', 'wall', 'art']",Toys,Premium
23528,SPACEBOY WALL ART,3.75,"['spaceboy', 'wall', 'art']",Other,Premium
23529,DOLLY GIRL WALL ART,3.75,"['girl', 'wall', 'art']",Toys,Premium
23530,WALL ART ONLY ONE PERSON,4.95,"['wall', 'art', 'person']",Other,Luxury
23531,WALL ART BIG LOVE,6.95,"['wall', 'art', 'big', 'love']",Other,Luxury
23532,WALL ART WORK REST AND PLAY,4.95,"['wall', 'art', 'work', 'rest']",Other,Luxury
23533,WALL ART GARDEN HAVEN,5.95,"['wall', 'art', 'garden', 'haven']",Garden,Luxury
23534,STOP FOR TEA WALL ART,5.95,"['tea', 'wall', 'art']",Food,Luxury
23535,BICYCLE SAFTEY WALL ART,5.95,"['bicycle', 'saftey', 'wall', 'art']",Other,Luxury
23536,VILLAGE SHOW WALL ART,5.95,"['village', 'wall', 'art']",Other,Luxury
23537,I LOVE LONDON WALL ART,4.95,"['london', 'wall', 'art']",Other,Luxury
23538,WALL ART VINTAGE HEART,4.95,"['wall', 'art', 'vintage', 'heart']",Home Decor,Luxury
23539,WALL ART LOVES' SECRET,5.95,"['wall', 'art', 'loves', 'secret']",Other,Luxury
23540,WALL ART THE MAGIC FOREST,6.95,"['wall', 'art', 'magic', 'forest']",Other,Luxury
23541,WALL ART CLASSIC PUDDINGS,8.25,"['wall', 'art', 'classic', 'pudding']",Other,Luxury
23542,70'S ALPHABET WALL ART,8.25,"['alphabet', 'wall', 'art']",Other,Luxury
23543,KEEP CALM WALL ART,8.25,"['calm', 'wall', 'art']",Other,Luxury
23544,WALL ART MID CENTURY MODERN,8.25,"['wall', 'art', 'mid', 'century', 'modern']",Other,Luxury
23545,WRAP RED DOILEY,0.42,"['wrap', 'red', 'doiley']",Other,Budget
23546,WRAP PAISLEY PARK,0.42,"['wrap', 'paisley', 'park']",Other,Budget
23547,WRAP FLOWER SHOP,0.42,"['wrap', 'flower', 'shop']",Garden,Budget
23548,WRAP MAGIC FOREST,0.42,"['wrap', 'magic', 'forest']",Other,Budget
23549,WRAP BIRD GARDEN,0.42,"['wrap', 'bird', 'garden']",Garden,Budget
23550,WRAP ALPHABET POSTER,0.42,"['wrap', 'alphabet', 'poster']",Other,Budget
23551,PACK OF 12 PAISLEY PARK TISSUES,0.39,"['pack', 'paisley', 'park', 'tissue']",Other,Budget
23552,BICYCLE PUNCTURE REPAIR KIT,2.08,"['bicycle', 'puncture', 'repair', 'kit']",Other,Premium
23553,LANDMARK FRAME CAMDEN TOWN,12.5,"['landmark', 'frame', 'camden', 'town']",Home Decor,Luxury
23554,LANDMARK FRAME OXFORD STREET,12.5,"['landmark', 'frame', 'oxford', 'street']",Home Decor,Luxury
23555,LANDMARK FRAME NOTTING HILL,12.5,"['landmark', 'frame', 'notting', 'hill']",Home Decor,Luxury
23556,LANDMARK FRAME COVENT GARDEN,12.5,"['landmark', 'frame', 'covent', 'garden']",Home Decor,Luxury
23557,LANDMARK FRAME BAKER STREET,12.5,"['landmark', 'frame', 'baker', 'street']",Home Decor,Luxury
23558,LANDMARK FRAME LONDON BRIDGE,12.5,"['landmark', 'frame', 'london', 'bridge']",Home Decor,Luxury
23559,WOODLAND BUNNIES LOLLY MAKERS,2.08,"['woodland', 'bunny', 'lolly', 'maker']",Other,Premium
23560,SET OF 6 RIBBONS COUNTRY STYLE,2.89,"['ribbons', 'country', 'style']",Other,Premium
23561,SET OF 6 RIBBONS PARTY,2.89,"['ribbons', 'party']",Party Supplies,Premium
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,2.89,"['ribbons', 'perfectly']",Other,Premium
23564,EGG CUP MILKMAID INGRID,1.25,"['egg', 'cup', 'milkmaid', 'ingrid']",Kitchen,Standard
23565,EGG CUP MILKMAID HELGA,1.25,"['egg', 'cup', 'milkmaid', 'helga']",Kitchen,Standard
23566,EGG CUP MILKMAID HEIDI,1.25,"['egg', 'cup', 'milkmaid', 'heidi']",Kitchen,Standard
23567,EGG CUP HENRIETTA HEN PINK,1.25,"['egg', 'cup', 'hen', 'pink']",Kitchen,Standard
23568,EGG CUP HENRIETTA HEN CREAM,1.25,"['egg', 'cup', 'hen', 'cream']",Kitchen,Standard
23569,TRADTIONAL ALPHABET STAMP SET,4.95,"['tradtional', 'alphabet', 'stamp', 'set']",Other,Luxury
23570,TRADITIONAL PICK UP STICKS GAME,1.25,"['traditional', 'stick', 'game']",Toys,Standard
23571,TRADITIONAL NAUGHTS & CROSSES,1.65,"['traditional', 'naughts', 'crosses']",Other,Standard
23574,PACKING CHARGE,7.5,"['packing', 'charge']",Other,Luxury
23575,SNACK TRAY PAISLEY PARK,1.95,"['snack', 'tray', 'paisley', 'park']",Kitchen,Premium
23576,SNACK TRAY RED VINTAGE DOILY,1.95,"['snack', 'tray', 'red', 'vintage', 'doily']",Kitchen,Premium
23578,SNACK TRAY RED GINGHAM,1.95,"['snack', 'tray', 'red', 'gingham']",Kitchen,Premium
23579,SNACK TRAY I LOVE LONDON,1.95,"['snack', 'tray', 'love', 'london']",Kitchen,Premium
23580,SNACK TRAY HAPPY FOREST,1.95,"['snack', 'tray', 'happy', 'forest']",Kitchen,Premium
23581,JUMBO BAG PAISLEY PARK,2.08,"['jumbo', 'bag', 'paisley', 'park']",Bags,Premium
23582,VINTAGE DOILY JUMBO BAG RED,2.08,"['vintage', 'doily', 'jumbo', 'bag', 'red']",Bags,Premium
23583,LUNCH BAG PAISLEY PARK,1.65,"['lunch', 'bag', 'paisley', 'park']",Bags,Standard
23597,PAPER BUNTING PAISLEY PARK,2.95,"['paper', 'bunting', 'paisley', 'park']",Stationery,Premium
23598,PAPER BUNTING VINTAGE PARTY,2.95,"['paper', 'bunting', 'vintage', 'party']",Stationery,Premium
23630,SET 10 CARDS HANGING BAUBLES 17080,2.99,"['set', 'card', 'bauble']",Stationery,Premium
23660,HENRIETTA HEN MUG,1.65,"['hen', 'mug']",Kitchen,Standard
23661,MILK MAIDS MUG,1.65,"['milk', 'maids', 'mug']",Kitchen,Standard
23664,FLOWER SHOP DESIGN MUG,1.65,"['flower', 'shop', 'design', 'mug']",Home Decor,Standard
23681,LUNCH BAG RED VINTAGE DOILY,1.65,"['lunch', 'bag', 'red', 'vintage', 'doily']",Bags,Standard
23691,KEEP CALM BIRTHDAY WRAP,0.42,"['calm', 'wrap']",Party Supplies,Budget
23692,WRAP A PRETTY THANK YOU,0.42,['wrap'],Other,Budget
23694,PAISLEY PARK CARD,0.42,"['paisley', 'park', 'card']",Stationery,Budget
23695,DOILY THANK YOU CARD,0.42,['doily'],Stationery,Budget
23697,A PRETTY THANK YOU CARD,0.42,['pretty'],Stationery,Budget
23702,High Resolution Image,3.0,"['high', 'resolution', 'image']",Other,Premium
23843,"PAPER CRAFT , LITTLE BIRDIE",2.08,"['paper', 'craft', 'little', 'birdie']",Stationery,Premium
35001G,HAND OPEN SHAPE GOLD,4.25,"['hand', 'open', 'gold']",Stationery,Luxury
35001W,HAND OPEN SHAPE DECO.WHITE,3.49,"['hand', 'open']",Stationery,Premium
35004B,SET OF 3 BLACK FLYING DUCKS,5.45,['ducks'],Other,Luxury
35004C,SET OF 3 COLOURED  FLYING DUCKS,5.45,"['coloured', 'duck']",Other,Luxury
35004G,SET OF 3 GOLD FLYING DUCKS,6.35,"['gold', 'ducks']",Other,Luxury
35004P,SET OF 3 PINK FLYING DUCKS,5.45,"['pink', 'ducks']",Other,Luxury
35095A,BLUE VICTORIAN FABRIC OVAL BOX,0.42,"['blue', 'fabric', 'oval', 'box']",Other,Budget
35095B,RED VICTORIAN FABRIC OVAL BOX,0.42,"['fabric', 'oval', 'box']",Other,Budget
35241,ENAMEL BLUE RIM BISCUIT BIN,4.95,"['enamel', 'blue', 'rim', 'biscuit', 'bin']",Food,Luxury
35265,COLOURFUL FLOWER FRUIT BOWL,1.95,"['colourful', 'flower', 'fruit', 'bowl']",Kitchen,Premium
35271S,GOLD PRINT PAPER BAG,0.19,"['gold', 'print', 'paper', 'bag']",Stationery,Budget
35400,WOODEN BOX ADVENT CALENDAR,8.95,"['wooden', 'box', 'advent', 'calendar']",Other,Luxury
35443,RASTA IN BATH W SPLIFF ASHTRAY,0.85,"['rasta', 'bath', 'w', 'spliff']",Kitchen,Budget
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,0.39,"['bird', 'light', 'pink', 'feather']",Home Decor,Budget
35591T,TURQUOISE CHRISTMAS TREE,1.25,"['turquoise', 'christmas', 'tree']",Christmas,Standard
35597A,DUSTY PINK CHRISTMAS TREE 30CM,1.25,"['dusty', 'pink', 'christmas', 'tree']",Christmas,Standard
35597B,BLACKCHRISTMAS TREE 30CM,1.25,"['blackchristmas', 'tree']",Christmas,Standard
35597D,PINK/WHITE CHRISTMAS TREE 30CM,0.38,"['white', 'christmas', 'tree']",Christmas,Budget
35598A,DUSTY PINK CHRISTMAS TREE 60CM,2.95,"['dusty', 'pink', 'christmas', 'tree']",Christmas,Premium
35598B,BLACK CHRISTMAS TREE 60CM,0.65,"['christmas', 'tree']",Christmas,Budget
35598C,WHITE CHRISTMAS TREE 60CM,2.95,"['white', 'christmas', 'tree']",Christmas,Premium
35598D,PINK/WHITE CHRISTMAS TREE 60CM,0.65,"['christmas', 'tree']",Christmas,Budget
35599B,BLACK CHRISTMAS TREE 120CM,1.95,"['christmas', 'tree']",Christmas,Premium
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,1.95,"['pink', 'christmas', 'tree']",Christmas,Premium
35607A,PINK FLUFFY CHRISTMAS DECORATION,0.19,"['pink', 'fluffy', 'christmas', 'decoration']",Home Decor,Budget
35607B,BLACK FEATHER CHRISTMAS DECORATION,0.19,"['black', 'feather', 'christmas', 'decoration']",Home Decor,Budget
35610A,PINK CHRISTMAS FLOCK DROPLET,1.25,"['pink', 'christmas', 'droplet']",Christmas,Standard
35610B,BLACK CHRISTMAS FLOCK DROPLET,1.25,"['christmas', 'droplet']",Christmas,Standard
35610C,WHITE CHRISTMAS FLOCK DROPLET,1.25,"['white', 'christmas', 'droplet']",Christmas,Standard
35637A,IVORY STRING CURTAIN WITH POLE,1.95,"['ivory', 'string', 'curtain', 'pole']",Jewellery,Premium
35637C,PINK STRING CURTAIN WITH POLE,1.95,"['pink', 'string', 'curtain', 'pole']",Jewellery,Premium
35638A,PINK AND BLACK STRING CURTAIN,1.95,"['pink', 'black', 'string', 'curtain']",Jewellery,Premium
35638B,PINK/BLUE STRING CURTAIN,1.95,"['string', 'curtain']",Jewellery,Premium
35645,VINTAGE BEAD PINK JEWEL BOX,4.25,"['vintage', 'bead', 'pink', 'jewel', 'box']",Jewellery,Luxury
35646,VINTAGE BEAD PINK EVENING BAG,1.25,"['vintage', 'bead', 'evening', 'bag']",Jewellery,Standard
35647,VINTAGE BEAD PINK SHADE,1.25,"['vintage', 'bead', 'pink']",Jewellery,Standard
35648,VINTAGE BEAD PINK PURSE,0.83,"['vintage', 'bead', 'pink', 'purse']",Jewellery,Budget
35649,VINTAGE BEAD COSMETIC BAG,3.35,"['vintage', 'bead', 'cosmetic', 'bag']",Jewellery,Premium
35650,VINTAGE BEAD PINK JEWEL STAND,4.95,"['vintage', 'bead', 'jewel']",Jewellery,Luxury
35651,VINTAGE BEAD PINK SCARF,1.65,"['vintage', 'bead', 'pink', 'scarf']",Toys,Standard
35653,VINTAGE BEAD NOTEBOOK,2.95,"['vintage', 'bead', 'notebook']",Stationery,Premium
35809A,ENAMEL PINK TEA CONTAINER,0.83,"['enamel', 'pink', 'tea', 'container']",Food,Budget
35809B,ENAMEL BLUE RIM TEA CONTAINER,2.1,"['enamel', 'blue', 'rim', 'tea', 'container']",Food,Premium
35810A,ENAMEL PINK COFFEE CONTAINER,0.83,"['enamel', 'pink', 'coffee', 'container']",Food,Budget
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,0.83,"['enamel', 'blue', 'rim', 'coffee', 'container']",Food,Budget
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",0.38,"['acrylic', 'jewel', 'snowflake', 'pink']",Other,Budget
35816P,"ACRYLIC JEWEL ANGEL,PINK",0.38,"['acrylic', 'jewel', 'angel', 'pink']",Other,Budget
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",1.4649999999999999,"['acrylic', 'jewel', 'snowflake', 'pink']",Other,Standard
35818B,"ACRYLIC JEWEL ICICLE, BLUE",0.38,"['acrylic', 'jewel', 'icicle', 'blue']",Other,Budget
35818P,"ACRYLIC JEWEL ICICLE, PINK",0.38,"['acrylic', 'jewel', 'icicle', 'pink']",Other,Budget
35819B,"ACRYLIC HANGING JEWEL,BLUE",0.38,"['acrylic', 'hanging', 'jewel', 'blue']",Other,Budget
35819P,"ACRYLIC HANGING JEWEL,PINK",0.38,"['acrylic', 'hanging', 'jewel', 'pink']",Other,Budget
35833P,4 PINK FLOCK CHRISTMAS BALLS,1.25,"['pink', 'christmas', 'ball']",Toys,Standard
35909A,RABBIT EASTER DECORATION,2.95,"['easter', 'decoration']",Home Decor,Premium
35909B,PINK FLOWERS RABBIT EASTER,2.95,"['pink', 'flower', 'rabbit', 'easter']",Garden,Premium
35910A,MULTICOLOUR EASTER RABBIT,1.95,"['multicolour', 'easter']",Other,Premium
35910B,PINK FLOWERS RABBIT EASTER,1.95,"['pink', 'flower', 'rabbit', 'easter']",Garden,Premium
35911A,MULTICOLOUR RABBIT EGG WARMER,0.85,"['multicolour', 'egg', 'warmer']",Other,Budget
35911B,PINK/FLOWER RABBIT EGG WARMER,2.1,"['flower', 'rabbit', 'egg', 'warmer']",Garden,Premium
35912B,WHITE/PINK CHICK DECORATION,1.25,"['white', 'pink', 'chick', 'decoration']",Home Decor,Standard
35913B,WHITE/PINK CHICK EASTER DECORATION,0.85,"['white', 'pink', 'chick', 'easter', 'decoration']",Home Decor,Budget
35914,PINK CHICK EGG WARMER + EGG CUP,0.85,"['pink', 'chick', 'egg', 'warmer', 'cup']",Kitchen,Budget
35915B,BLUE KNITTED HEN,1.65,"['blue', 'knitted', 'hen']",Other,Standard
35915C,PEACH KNITTED HEN,1.65,"['peach', 'knitted', 'hen']",Other,Standard
35916A,YELLOW FELT HANGING HEART W FLOWER,0.85,"['yellow', 'felt', 'heart', 'w', 'flower']",Home Decor,Budget
35916B,BLUE FELT HANGING HEART WITH FLOWER,0.85,"['blue', 'felt', 'heart', 'flower']",Home Decor,Budget
35916C,PINK FELT HANGING HEART W FLOWER,0.85,"['pink', 'felt', 'heart', 'w', 'flower']",Home Decor,Budget
35920,FOUR RABBIT EASTER DECORATIONS,1.25,"['rabbit', 'easter', 'decoration']",Home Decor,Standard
35921,EASTER BUNNY HANGING GARLAND,1.25,"['easter', 'bunny', 'garland']",Other,Standard
35922,EASTER BUNNY WREATH,4.95,"['easter', 'bunny', 'wreath']",Other,Luxury
35923,CANDY HEART HANGING DECORATION,0.39,"['candy', 'heart', 'decoration']",Home Decor,Budget
35924,HANGING FAIRY CAKE DECORATION,2.1,"['fairy', 'cake', 'decoration']",Home Decor,Premium
35933,PINK STOCKING CHRISTMAS DECORATION,0.38,"['pink', 'stocking', 'christmas', 'decoration']",Home Decor,Budget
35953,FOLKART STAR CHRISTMAS DECORATIONS,0.39,"['folkart', 'star', 'christmas', 'decoration']",Home Decor,Budget
35954,SMALL FOLKART STAR CHRISTMAS DEC,0.19,"['small', 'folkart', 'star', 'christmas', 'dec']",Christmas,Budget
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,0.42,"['smallfolkart', 'bauble', 'christmas', 'dec']",Christmas,Budget
35958,FOLKART ZINC STAR CHRISTMAS DEC,0.85,"['folkart', 'zinc', 'star', 'christmas', 'dec']",Christmas,Budget
35961,FOLKART ZINC HEART CHRISTMAS DEC,0.85,"['folkart', 'zinc', 'heart', 'christmas', 'dec']",Home Decor,Budget
35964,FOLKART CLIP ON STARS,0.39,"['folkart', 'clip', 'star']",Stationery,Budget
35965,FOLKART HEART NAPKIN RINGS,0.79,"['folkart', 'heart', 'napkin', 'rings']",Home Decor,Budget
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,0.38,"['folkart', 'christmas', 'tree', 't', 'light', 'hold']",Home Decor,Budget
35967,FOLK ART METAL STAR T-LIGHT HOLDER,0.38,"['folk', 'art', 'metal', 'star', 't', 'light', 'holder']",Home Decor,Budget
35968,FOLK ART METAL HEART T-LIGHT HOLDER,0.38,"['folk', 'art', 'metal', 'heart', 't', 'light', 'holder']",Home Decor,Budget
35970,ZINC FOLKART SLEIGH BELLS,1.69,"['zinc', 'folkart', 'sleigh', 'bell']",Other,Standard
35971,ROSE FOLKART HEART DECORATIONS,1.25,"['rose', 'folkart', 'heart', 'decoration']",Home Decor,Standard
35972,DAISY FOLKART HEART DECORATION,1.25,"['daisy', 'folkart', 'heart', 'decoration']",Home Decor,Standard
37327,ASSTD MULTICOLOUR CIRCLES MUG,0.39,"['asstd', 'multicolour', 'circles', 'mug']",Kitchen,Budget
37330,BIG POLKADOT MUG,0.39,"['polkadot', 'mug']",Kitchen,Budget
37333,"RETRO ""TEA FOR ONE""",4.95,['tea'],Food,Luxury
37340,MULTICOLOUR SPRING FLOWER MUG,0.39,"['multicolour', 'spring', 'flower', 'mug']",Kitchen,Budget
37342,POLKADOT COFFEE CUP & SAUCER PINK,0.79,"['coffee', 'cup', 'saucer', 'pink']",Kitchen,Budget
37343,POLKADOT MUG PINK,1.65,"['polkadot', 'mug', 'pink']",Kitchen,Standard
37351,ORANGE FLOWER MUG,0.39,"['orange', 'flower', 'mug']",Kitchen,Budget
37370,RETRO COFFEE MUGS ASSORTED,1.25,"['coffee', 'mugs']",Kitchen,Standard
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,1.25,"['pink', 'cherry', 'cup', 'saucer']",Kitchen,Standard
37413,ICON MUG REVOLUTIONARY,0.39,"['icon', 'mug', 'revolutionary']",Kitchen,Budget
37423,WHITE WITH BLACK CATS PLATE,0.39,"['white', 'black', 'cats', 'plate']",Kitchen,Budget
37444A,YELLOW BREAKFAST CUP AND SAUCER,0.39,"['yellow', 'breakfast', 'cup', 'saucer']",Kitchen,Budget
37444B,BLUE BREAKFAST CUP AND SAUCER,2.95,"['blue', 'breakfast', 'cup', 'saucer']",Kitchen,Premium
37444C,PINK BREAKFAST CUP AND SAUCER,0.39,"['pink', 'breakfast', 'cup', 'saucer']",Kitchen,Budget
37446,MINI CAKE STAND WITH HANGING CAKES,1.45,"['mini', 'cake', 'cakes']",Food,Standard
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1.49,"['ceramic', 'cake', 'design', 'plate']",Home Decor,Standard
37448,CERAMIC CAKE DESIGN SPOTTED MUG,1.49,"['ceramic', 'cake', 'design', 'spotted', 'mug']",Home Decor,Standard
37449,CERAMIC CAKE STAND + HANGING CAKES,9.95,"['ceramic', 'cake', 'cakes']",Food,Luxury
37450,CERAMIC CAKE BOWL + HANGING CAKES,2.95,"['ceramic', 'cake', 'bowl', 'cakes']",Kitchen,Premium
37461,FUNKY MONKEY MUG,1.25,"['funky', 'monkey', 'mug']",Kitchen,Standard
37462E,"PET MUG, GOLDFISH",0.19,"['pet', 'mug', 'goldfish']",Kitchen,Budget
37464,ROBOT MUG IN DISPLAY BOX,1.25,"['robot', 'mug', 'display', 'box']",Kitchen,Standard
37467,PIG MUG IN TWO COLOUR DESIGNS,0.39,"['pig', 'mug', 'colour', 'design']",Home Decor,Budget
37468,HARDMAN MUG 3 ASSORTED,0.39,"['hardman', 'mug']",Kitchen,Budget
37471,MULTICOLOUR POLKADOT PLATE,0.85,['plate'],Kitchen,Budget
37475,SET/4 COLOURFUL MIXING BOWLS,9.95,"['colourful', 'mixing', 'bowls']",Kitchen,Luxury
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,9.95,"['tray', 'bowls', 'spoon']",Kitchen,Luxury
37479B,CUBIC MUG FLOCK BLUE ON BROWN,0.39,"['mug', 'blue', 'brown']",Kitchen,Budget
37479P,CUBIC MUG FLOCK PINK ON BROWN,0.39,"['mug', 'flock', 'pink', 'brown']",Kitchen,Budget
37482P,CUBIC MUG PINK POLKADOT,0.39,"['cubic', 'mug', 'pink']",Kitchen,Budget
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,0.29,"['yellow', 'orange', 'flower', 'design', 'plate']",Home Decor,Budget
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,0.39,"['yellow', 'pink', 'flower', 'design', 'big', 'bowl']",Home Decor,Budget
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,0.39,"['yellow', 'pink', 'flower', 'design', 'big', 'mug']",Home Decor,Budget
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,0.39,"['blue', 'yellow', 'flower', 'design', 'big', 'mug']",Home Decor,Budget
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,0.39,"['blue', 'flower', 'design', 'big', 'mug']",Home Decor,Budget
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,0.39,"['green', 'flower', 'design', 'big', 'mug']",Home Decor,Budget
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,1.65,"['blue', 'yellow', 'ceramic', 'candle', 'holder']",Home Decor,Standard
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,1.65,"['blue', 'ceramic', 'candle', 'holder']",Home Decor,Standard
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,1.65,"['blue', 'ceramic', 'candle', 'holder']",Home Decor,Standard
37495,FAIRY CAKE BIRTHDAY CANDLE SET,3.75,"['fairy', 'cake', 'candle', 'set']",Home Decor,Premium
37500,TEA TIME TEAPOT IN GIFT BOX,4.95,"['tea', 'time', 'teapot', 'gift', 'box']",Kitchen,Luxury
37501,TEA TIME TEA SET IN GIFT BOX,6.95,"['tea', 'time', 'set', 'gift', 'box']",Food,Luxury
37509,NEW ENGLAND MUG W GIFT BOX,2.55,"['new', 'england', 'mug', 'w', 'gift', 'box']",Kitchen,Premium
40001,WHITE BAMBOO RIBS LAMPSHADE,0.85,"['white', 'bamboo', 'ribs']",Electronics,Budget
40003,WHITE BAMBOO RIBS LAMPSHADE,1.25,"['white', 'bamboo', 'ribs']",Electronics,Standard
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,0.85,"['blue', 'organdy', 'round', 'lampshade', 'w', 'bea']",Electronics,Budget
40016,CHINESE DRAGON PAPER LANTERNS,0.42,"['chinese', 'paper', 'lantern']",Stationery,Budget
40046A,RED DAISY PAPER LAMPSHADE,1.25,"['daisy', 'paper']",Stationery,Standard
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,0.42,"['pink', 'gauze', 'butterfly']",Electronics,Budget
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,0.42,"['lilac', 'gauze', 'butterfly']",Electronics,Budget
44091A,BLUE CRUSOE CHECK LAMPSHADE,0.42,"['blue', 'check']",Electronics,Budget
